#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-02-22T10:47:31 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60338a8c24f1	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:IX/10A&tab:{IX/10A/1rxs}&key:source=IX/10A/1rxs&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=IX/10A/1rxs
#-order=I
#-out=1RXS
#-out=RAJ2000
#-out=DEJ2000
#-out=Count
#

#RESOURCE=yCat_9010
#Name: IX/10A
#Title: ROSAT All-Sky Bright Source Catalogue (1RXS) (Voges+ 1999)
#Table	IX_10A_1rxs:
#Name: IX/10A/1rxs
#Title: The 1RXS catalogue
#Column	1RXS	(A16)	ROSAT All-Sky Survey Catalogue source name (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000), decimal degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000), decimal degrees	[ucd=pos.eq.dec;meta.main]
#Column	Count	(E9.2)	? Source countrate (4)	[ucd=phot.count;em.X-ray]
Name;deg;deg;ct/s
J212628.5+010620;321.61874;+01.10556; 5.65e-02
J212640.6+134122;321.66916;+13.68958; 6.64e-02
J212654.1-453008;321.72540;-45.50222; 9.39e-02
J212654.3+112403;321.72623;+11.40083; 1.56e-01
J212700.3+101108;321.75125;+10.18569; 5.38e-02
J212703.5-854203;321.76459;-85.70084; 9.41e-02
J212705.5+160744;321.77292;+16.12889; 2.45e-01
J212706.7-120927;321.77789;-12.15750; 2.07e-01
J212728.9-600049;321.87039;-60.01375; 6.67e-02
J212730.8-215409;321.87833;-21.90250; 1.34e-01
J212732.9-205443;321.88708;-20.91208; 6.86e-02
J212735.9-501455;321.89960;-50.24861; 5.75e-02
J212743.5-221145;321.93124;-22.19583; 2.91e-01
J212744.5-484609;321.93539;-48.76931; 8.56e-02
J212746.7+565606;321.94458;+56.93514; 3.11e-01
J212753.7+405038;321.97375;+40.84403; 7.03e-02
J212756.5-181228;321.98541;-18.20792; 5.36e-02
J212808.5+321337;322.03543;+32.22694; 6.03e-02
J212808.9-190627;322.03708;-19.10750; 6.66e-02
J212813.2+075229;322.05499;+07.87486; 9.78e-02
J212820.4-524917;322.08502;-52.82139; 3.46e-01
J212828.8-185235;322.12000;-18.87639; 9.93e-02
J212838.8+703352;322.16165;+70.56445; 1.47e-01
J212844.2-393350;322.18417;-39.56403; 5.34e-02
J212844.2-471531;322.18417;-47.25861; 1.45e-01
J212846.4+232009;322.19333;+23.33597; 1.04e-01
J212853.1-063348;322.22125;-06.56347; 6.19e-02
J212857.0-644012;322.23749;-64.67000; 1.66e-01
J212902.0+363103;322.25833;+36.51764; 1.68e-01
J212907.8-271654;322.28250;-27.28167; 8.26e-02
J212907.8-393201;322.28250;-39.53375; 5.36e-02
J212912.9-153846;322.30377;-15.64625; 1.21e-01
J212918.0+253136;322.32498;+25.52667; 1.18e-01
J212926.0-074128;322.35834;-07.69111; 5.45e-02
J212927.9-295632;322.36624;-29.94222; 9.01e-02
J212928.0+072649;322.36667;+07.44694; 7.04e-02
J212934.3-640111;322.39291;-64.01972; 9.47e-02
J212935.1+093522;322.39627;+09.58958; 7.16e-02
J212938.5-504831;322.41043;-50.80861; 1.13e-01
J212940.3+000544;322.41791;+00.09556; 3.40e-01
J212940.4+640544;322.41833;+64.09570; 6.23e-02
J212946.6-515637;322.44415;-51.94361; 8.99e-02
J212950.7-441718;322.46127;-44.28847; 5.92e-02
J212951.7-022008;322.46542;-02.33569; 7.63e-02
J212954.0-561954;322.47501;-56.33167; 1.03e-01
J212958.4+120959;322.49335;+12.16653; 4.45e+00
J213011.1-241124;322.54626;-24.19000; 1.98e-01
J213024.9-601225;322.60373;-60.20708; 2.63e-01
J213028.9+401723;322.62042;+40.28986; 6.83e-02
J213030.6-102912;322.62750;-10.48667; 7.95e-02
J213048.3+482735;322.70123;+48.45986; 1.47e-01
J213050.0-530432;322.70834;-53.07555; 5.45e-02
J213050.7-020819;322.71127;-02.13875; 7.75e-02
J213052.7+040238;322.71957;+04.04389; 4.26e-01
J213101.3+232009;322.75540;+23.33597; 9.23e-01
J213101.3+592512;322.75540;+59.42000; 2.53e-01
J213103.5-274702;322.76459;-27.78403; 2.11e-01
J213105.2-255842;322.77167;-25.97833; 5.29e-02
J213106.6-401919;322.77750;-40.32208; 9.41e-02
J213119.0-094733;322.82916;-09.79264; 5.94e-02
J213124.5-223446;322.85208;-22.57944; 5.64e-02
J213133.8-431845;322.89084;-43.31250; 1.04e-01
J213133.9-335633;322.89124;-33.94250; 5.07e-02
J213135.5-091525;322.89792;-09.25708; 6.19e-01
J213135.7-120719;322.89874;-12.12208; 2.20e-01
J213136.7-503704;322.90292;-50.61792; 2.89e-01
J213142.0-030958;322.92502;-03.16625; 7.25e-02
J213151.7-251602;322.96542;-25.26722; 2.37e-01
J213159.7-055422;322.99875;-05.90611; 6.06e-02
J213202.3-334255;323.00958;-33.71528; 1.70e+00
J213205.4-510247;323.02252;-51.04653; 3.06e-01
J213207.1+320755;323.02957;+32.13194; 5.12e-02
J213207.1-850204;323.02957;-85.03445; 8.13e-02
J213207.8-022509;323.03250;-02.41917; 7.96e-02
J213211.9+001316;323.04956;+00.22111; 3.89e-01
J213213.6+281814;323.05667;+28.30389; 5.35e-02
J213220.8+243337;323.08667;+24.56042; 1.43e-01
J213228.1+100812;323.11710;+10.13681; 1.18e+00
J213231.0-262611;323.12918;-26.43653; 1.17e-01
J213232.7+112648;323.13626;+11.44667; 7.10e-02
J213239.0-623748;323.16251;-62.63014; 2.39e-01
J213240.0+360507;323.16669;+36.08528; 6.81e-02
J213245.3+121207;323.18875;+12.20194; 6.68e-02
J213254.7-053923;323.22794;-05.65653; 8.64e-02
J213256.3-173355;323.23459;-17.56542; 1.89e-01
J213258.7+204237;323.24457;+20.71042; 5.12e-02
J213302.4+620010;323.26001;+62.00292; 2.45e-01
J213304.5-363452;323.26877;-36.58111; 5.49e-02
J213307.9-031200;323.28293;-03.20000; 7.97e-02
J213344.1+510725;323.43375;+51.12361; 4.16e-01
J213345.2-345335;323.43832;-34.89305; 5.36e-02
J213351.0-132845;323.46249;-13.47931; 2.40e-01
J213359.4+453530;323.49750;+45.59180; 6.95e-01
J213401.0-423833;323.50415;-42.64264; 6.32e-02
J213414.4-311737;323.56000;-31.29375; 1.30e-01
J213416.3-132900;323.56790;-13.48333; 3.26e-01
J213429.2+260446;323.62167;+26.07958; 6.68e-02
J213429.6-184037;323.62332;-18.67708; 6.10e-02
J213429.9-271017;323.62457;-27.17153; 9.04e-02
J213434.5+663655;323.64374;+66.61528; 1.55e-01
J213435.5+563300;323.64792;+56.55014; 9.61e-02
J213436.0-402035;323.64999;-40.34319; 6.66e-02
J213436.7-270627;323.65289;-27.10764; 6.60e-02
J213438.8-615430;323.66165;-61.90847; 7.63e-02
J213445.2-272551;323.68832;-27.43097; 1.35e-01
J213450.8-200505;323.71167;-20.08486; 1.92e-01
J213456.7-603823;323.73624;-60.63972; 6.85e-02
J213504.7+085807;323.76959;+08.96861; 1.12e-01
J213515.7-010208;323.81540;-01.03569; 6.41e-02
J213517.1+012514;323.82126;+01.42069; 8.99e-02
J213519.8-243508;323.83249;-24.58556; 7.72e-02
J213521.4-870643;323.83917;-87.11208; 5.46e-02
J213527.0-421459;323.86252;-42.24972; 8.60e-02
J213528.8+262214;323.87000;+26.37056; 6.23e-02
J213530.1-623005;323.87540;-62.50139; 2.51e-01
J213532.5-265146;323.88544;-26.86292; 5.36e-02
J213542.7+000743;323.92792;+00.12875; 6.06e-02
J213555.0+472823;323.97919;+47.47306; 1.24e-01
J213555.1+874702;323.97958;+87.78403; 8.37e-02
J213556.6-154038;323.98584;-15.67722; 5.47e-02
J213557.9-094012;323.99124;-09.67000; 6.17e-02
J213558.2-065912;323.99252;-06.98681; 6.49e-02
J213603.7+402624;324.01544;+40.44000; 1.02e-01
J213605.2+524859;324.02167;+52.81653; 6.42e-02
J213605.8-050216;324.02417;-05.03778; 8.82e-02
J213610.1-465136;324.04208;-46.86000; 7.25e-02
J213616.3-594333;324.06793;-59.72597; 1.03e-01
J213619.0-444350;324.07916;-44.73056; 1.19e-01
J213623.1-622400;324.09625;-62.40000; 1.08e+00
J213631.4-011619;324.13083;-01.27208; 5.23e-02
J213638.0+004202;324.15833;+00.70056; 7.56e-02
J213638.4+392713;324.16000;+39.45375; 1.13e-01
J213642.6-505033;324.17749;-50.84264; 5.89e-02
J213645.3-170119;324.18875;-17.02208; 5.88e-02
J213647.2-304320;324.19669;-30.72222; 6.15e-02
J213648.0-012407;324.19998;-01.40194; 5.49e-02
J213653.0-643825;324.22086;-64.64027; 4.16e-01
J213657.1-291952;324.23792;-29.33111; 5.78e-02
J213704.1-340132;324.26709;-34.02570; 9.53e-02
J213704.8+194655;324.26999;+19.78194; 6.64e-02
J213706.5-095050;324.27710;-09.84736; 7.23e-02
J213708.3-042943;324.28461;-04.49528; 6.90e-02
J213709.4-603607;324.28918;-60.60194; 1.48e-01
J213714.3-650210;324.30960;-65.03625; 6.69e-01
J213729.0-083825;324.37082;-08.64028; 5.21e-02
J213736.6-202557;324.40250;-20.43264; 1.31e-01
J213740.3+013711;324.41791;+01.61972; 1.81e-01
J213743.8-470033;324.43250;-47.00930; 9.19e-02
J213745.3-143250;324.43875;-14.54722; 4.63e-01
J213748.7-111218;324.45291;-11.20500; 8.54e-02
J213749.2+803228;324.45499;+80.54111; 5.63e-02
J213750.3+292829;324.45956;+29.47486; 5.20e-02
J213754.0+353508;324.47501;+35.58556; 5.65e-02
J213756.4+505041;324.48502;+50.84486; 1.20e-01
J213801.1+274325;324.50458;+27.72375; 7.35e-02
J213807.1+261958;324.52957;+26.33292; 3.47e-01
J213811.1-105340;324.54626;-10.89444; 1.90e-01
J213816.6-451137;324.56918;-45.19375; 2.31e-01
J213818.3+011207;324.57623;+01.20194; 7.05e-02
J213821.3+355822;324.58875;+35.97278; 8.78e-02
J213828.6-412028;324.61917;-41.34125; 6.46e-02
J213833.0+320507;324.63751;+32.08528; 1.85e-01
J213846.6-322321;324.69418;-32.38931; 1.25e-01
J213849.6-382837;324.70667;-38.47694; 3.11e-01
J213852.9-205354;324.72040;-20.89847; 5.22e-01
J213857.7-211446;324.74042;-21.24625; 1.28e-01
J213857.9+572924;324.74124;+57.49014; 1.05e-01
J213911.0-271829;324.79584;-27.30806; 9.01e-02
J213925.2-030130;324.85498;-03.02514; 7.31e-02
J213928.4-051313;324.86832;-05.22028; 9.22e-02
J213928.6-272008;324.86917;-27.33556; 1.55e-01
J213931.9-000314;324.88290;-00.05403; 5.19e-02
J213941.2+132400;324.92166;+13.40014; 4.68e-01
J213944.3+024612;324.93460;+02.77014; 7.23e-02
J213944.3+595016;324.93460;+59.83778; 7.80e-02
J213945.2-034426;324.93832;-03.74069; 9.06e-02
J213949.1-160018;324.95459;-16.00500; 3.06e-01
J213952.5-222817;324.96875;-22.47153; 1.83e-01
J214004.0-223640;325.01666;-22.61111; 5.91e-02
J214010.5-404227;325.04376;-40.70750; 6.97e-02
J214015.3-233946;325.06375;-23.66278; 1.63e-01
J214022.4+573501;325.09335;+57.58361; 2.76e-01
J214023.7-280433;325.09875;-28.07583; 1.76e-01
J214025.1-394545;325.10458;-39.76250; 7.07e-02
J214026.3-054933;325.10959;-05.82583; 7.24e-02
J214028.9-691306;325.12042;-69.21833; 1.19e-01
J214030.2-111035;325.12601;-11.17640; 5.99e-02
J214051.7+052257;325.21542;+05.38250; 1.06e-01
J214055.0-512516;325.22916;-51.42111; 2.00e-01
J214055.3-091155;325.23041;-09.19861; 5.78e-02
J214105.0+193530;325.27084;+19.59167; 6.26e-02
J214105.2-225041;325.27167;-22.84472; 6.37e-02
J214106.7-285321;325.27792;-28.88917; 6.79e-02
J214108.2+022239;325.28418;+02.37750; 6.73e-02
J214111.0-101108;325.29581;-10.18569; 1.04e-01
J214116.5+265900;325.31873;+26.98347; 9.68e-02
J214127.5+204302;325.36456;+20.71736; 7.22e-02
J214133.2-140247;325.38834;-14.04639; 6.39e-01
J214144.0+062532;325.43332;+06.42556; 8.85e-02
J214146.6+462813;325.44415;+46.47042; 5.71e-02
J214150.5-501019;325.46042;-50.17194; 9.25e-02
J214153.6+315135;325.47336;+31.85972; 7.44e-02
J214156.0-443255;325.48334;-44.54875; 9.23e-02
J214200.9-574956;325.50375;-57.83236; 8.08e-02
J214213.1+371500;325.55457;+37.25000; 6.47e-02
J214227.2+365944;325.61334;+36.99556; 1.30e-01
J214231.0-510655;325.62915;-51.11542; 6.65e-02
J214237.2-174009;325.65500;-17.66931; 5.39e-02
J214237.3-043757;325.65543;-04.63250; 1.44e-01
J214240.6-265900;325.66916;-26.98333; 6.21e-02
J214242.6+433506;325.67752;+43.58514; 4.82e+00
J214243.8-472133;325.68250;-47.35917; 2.08e-01
J214249.8+415934;325.70749;+41.99278; 5.73e-02
J214302.3-184134;325.75958;-18.69278; 5.57e-02
J214303.0-145213;325.76251;-14.87028; 5.97e-02
J214303.7+065419;325.76544;+06.90542; 2.33e-01
J214306.2-295824;325.77585;-29.97347; 5.91e-02
J214309.6+153658;325.79001;+15.61611; 1.04e-01
J214334.0-250403;325.89166;-25.06750; 6.59e-02
J214343.5+070725;325.93124;+07.12375; 1.34e-01
J214354.8-090814;325.97833;-09.13722; 7.32e-02
J214358.7-563733;325.99460;-56.62583; 4.38e-01
J214359.2-513139;325.99664;-51.52750; 1.25e-01
J214406.1-394900;326.02542;-39.81681; 4.12e-01
J214408.6+284436;326.03583;+28.74347; 1.55e-01
J214411.5-195624;326.04791;-19.94000; 5.03e-02
J214412.0-463151;326.05002;-46.53097; 5.87e-02
J214413.6+063827;326.05667;+06.64083; 6.19e-02
J214426.3+465139;326.10959;+46.86083; 6.98e-02
J214429.0+381913;326.12082;+38.32028; 2.46e+02
J214430.6-605830;326.12750;-60.97514; 1.37e-01
J214431.7+144612;326.13211;+14.77000; 6.35e-01
J214438.9+253838;326.16208;+25.64389; 2.44e-01
J214443.2+342916;326.17999;+34.48778; 5.20e-02
J214443.2-181805;326.17999;-18.30153; 8.47e-02
J214444.4-420753;326.18500;-42.13153; 5.15e-02
J214449.6-265744;326.20667;-26.96236; 1.18e-01
J214457.2-494748;326.23834;-49.79681; 5.04e-02
J214502.3-242905;326.25958;-24.48486; 9.98e-02
J214503.3-692222;326.26376;-69.37278; 1.12e-01
J214510.4+855410;326.29333;+85.90292; 6.43e-02
J214518.4+111517;326.32669;+11.25486; 5.75e-02
J214521.7-124648;326.34042;-12.78000; 1.08e-01
J214526.8-513634;326.36166;-51.60944; 6.35e-02
J214532.2+110255;326.38416;+11.04875; 6.06e-02
J214533.6-043434;326.38998;-04.57625; 1.65e-01
J214539.0+271124;326.41251;+27.19014; 5.63e-02
J214543.8-365307;326.43250;-36.88528; 1.14e-01
J214546.4-012449;326.44336;-01.41375; 1.38e-01
J214552.3+071923;326.46793;+07.32319; 3.72e-01
J214554.2-100611;326.47583;-10.10306; 1.93e-01
J214602.0-255246;326.50833;-25.87944; 8.52e-02
J214603.3+055947;326.51376;+05.99653; 5.84e-02
J214613.5+850149;326.55624;+85.03042; 6.51e-02
J214619.7-775559;326.58209;-77.93305; 8.22e-02
J214621.7-262428;326.59039;-26.40778; 5.20e-02
J214623.7-571659;326.59875;-57.28320; 3.39e-01
J214626.4-474836;326.61002;-47.81014; 2.49e-01
J214636.3-305132;326.65125;-30.85903; 8.37e-01
J214636.8-063428;326.65335;-06.57458; 6.13e-02
J214637.3-134355;326.65540;-13.73208; 9.34e-02
J214641.1-854303;326.67126;-85.71750; 2.66e-01
J214643.1-435743;326.67960;-43.96194; 5.89e-02
J214651.9+244619;326.71625;+24.77208; 5.37e-02
J214653.0-021812;326.72083;-02.30333; 8.19e-02
J214655.2+092102;326.72998;+09.35069; 7.15e-02
J214657.6-440256;326.74002;-44.04889; 1.14e-01
J214659.4+202523;326.74750;+20.42306; 1.20e-01
J214700.3-304406;326.75125;-30.73500; 5.77e-02
J214700.4-435415;326.75168;-43.90430; 3.85e-01
J214701.2-214343;326.75500;-21.72861; 6.06e-02
J214702.5-160736;326.76041;-16.12681; 1.65e+00
J214703.0-101931;326.76248;-10.32528; 1.70e-01
J214706.4-125155;326.77667;-12.86542; 6.83e-02
J214716.1+255738;326.81708;+25.96056; 6.87e-02
J214720.0-480306;326.83334;-48.05167; 6.28e-02
J214722.5-062031;326.84375;-06.34208; 9.36e-02
J214727.2-460608;326.86334;-46.10222; 8.30e-02
J214734.9+581652;326.89542;+58.28125; 7.60e-02
J214741.3-093755;326.92209;-09.63194; 5.13e-02
J214741.8+304204;326.92416;+30.70125; 6.43e-02
J214750.5+495006;326.96042;+49.83514; 8.00e-02
J214753.7-101955;326.97375;-10.33194; 7.57e-02
J214758.8-455936;326.99503;-45.99333; 1.41e-01
J214805.4+065737;327.02249;+06.96028; 1.14e-01
J214810.6+191013;327.04416;+19.17042; 2.39e-01
J214814.9-471802;327.06207;-47.30069; 6.67e-02
J214820.8+680601;327.08667;+68.10028; 6.77e-02
J214831.3-353852;327.13043;-35.64791; 5.48e-02
J214849.0-392915;327.20419;-39.48764; 6.33e-02
J214854.5+404441;327.22711;+40.74486; 5.37e-02
J214854.6-321828;327.22751;-32.30778; 7.47e-02
J214900.1-062746;327.25043;-06.46292; 6.72e-02
J214903.0-322809;327.26248;-32.46931; 6.56e-02
J214904.4-014120;327.26831;-01.68903; 8.97e-02
J214905.7-720603;327.27377;-72.10083; 8.61e-01
J214906.4-304157;327.27667;-30.69917; 3.78e-01
J214906.4-641300;327.27667;-64.21667; 1.02e-01
J214907.1-175204;327.27960;-17.86778; 1.26e-01
J214912.0-035035;327.29999;-03.84306; 6.56e-02
J214916.6+312500;327.31915;+31.41681; 1.35e-01
J214918.6+095130;327.32748;+09.85833; 7.67e-02
J214923.8+092921;327.34918;+09.48931; 6.78e-02
J214927.2+483002;327.36334;+48.50069; 9.64e-02
J214927.5+402758;327.36459;+40.46611; 6.85e-02
J214927.6-343854;327.36499;-34.64847; 5.12e-02
J214940.0-190134;327.41666;-19.02625; 1.31e-01
J214944.2-413827;327.43417;-41.64083; 7.50e-02
J214958.2-185926;327.49252;-18.99055; 5.04e-01
J215001.3-144735;327.50543;-14.79306; 8.18e-02
J215004.4-383657;327.51831;-38.61597; 6.68e-02
J215008.8+171715;327.53665;+17.28764; 2.57e-01
J215010.4+033254;327.54333;+03.54833; 5.71e-02
J215012.8+712639;327.55334;+71.44431; 6.51e-02
J215014.9-065252;327.56210;-06.88125; 5.36e-02
J215015.2-551619;327.56332;-55.27208; 1.21e-01
J215015.6-141047;327.56500;-14.17986; 5.85e-01
J215018.9-044135;327.57874;-04.69319; 6.65e-02
J215026.4-122816;327.60999;-12.47125; 7.80e-02
J215035.3-274840;327.64709;-27.81111; 7.65e-02
J215053.8-055327;327.72418;-05.89097; 1.64e-01
J215101.0-073546;327.75415;-07.59625; 1.25e-01
J215101.5-083724;327.75626;-08.62347; 9.16e-02
J215101.5-302852;327.75626;-30.48111; 5.34e-02
J215102.8+123745;327.76169;+12.62917; 7.49e-02
J215106.5+321033;327.77707;+32.17597; 8.01e-02
J215121.2-010026;327.83832;-01.00722; 7.52e-02
J215125.4+095623;327.85583;+09.93986; 1.19e-01
J215126.2-722347;327.85916;-72.39639; 1.13e-01
J215127.9-023829;327.86624;-02.64153; 5.16e-02
J215127.9-150122;327.86624;-15.02278; 1.14e-01
J215129.5-035755;327.87292;-03.96542; 9.26e-02
J215147.1-080924;327.94626;-08.15681; 5.58e-02
J215152.0+104628;327.96667;+10.77458; 5.63e-02
J215153.2-154211;327.97168;-15.70306; 1.35e-01
J215155.4-302754;327.98083;-30.46500; 4.62e-01
J215203.5-855010;328.01459;-85.83611; 8.04e-02
J215209.9+053739;328.04126;+05.62764; 2.81e-01
J215210.0-620310;328.04166;-62.05292; 4.23e-01
J215213.9-194256;328.05792;-19.71556; 1.42e-01
J215214.4-120544;328.06000;-12.09556; 2.07e-01
J215215.2+334834;328.06335;+33.80944; 8.16e-02
J215222.7-193254;328.09457;-19.54833; 1.68e-01
J215223.0-541312;328.09586;-54.22000; 1.69e-01
J215235.0+653901;328.14584;+65.65041; 9.02e-02
J215305.2-004227;328.27167;-00.70764; 2.38e-01
J215306.4-644448;328.27667;-64.74667; 1.41e-01
J215306.8+205552;328.27832;+20.93125; 9.99e-02
J215307.2-311024;328.28000;-31.17333; 6.54e-02
J215310.2+715924;328.29251;+71.99014; 1.02e-01
J215317.4-133306;328.32251;-13.55167; 4.04e-01
J215320.2-550759;328.33417;-55.13306; 8.95e-02
J215322.6-341343;328.34415;-34.22875; 6.57e-02
J215323.3-311457;328.34708;-31.24917; 7.26e-02
J215329.0-265438;328.37085;-26.91069; 5.94e-02
J215336.1+174111;328.40042;+17.68653; 4.61e-01
J215341.0-064401;328.42084;-06.73361; 8.79e-02
J215354.6-575009;328.47751;-57.83583; 1.01e+00
J215355.4+520338;328.48083;+52.06070; 7.12e-02
J215356.2-295441;328.48416;-29.91139; 6.40e-02
J215400.3-083830;328.50125;-08.64167; 8.92e-02
J215403.3-183030;328.51376;-18.50847; 6.32e-02
J215410.8-295042;328.54501;-29.84500; 7.66e-02
J215412.9-040017;328.55374;-04.00472; 8.02e-02
J215423.2-455238;328.59668;-45.87722; 1.55e-01
J215424.6-495645;328.60251;-49.94597; 1.57e-01
J215434.6-030653;328.64417;-03.11486; 7.29e-02
J215435.2-101004;328.64667;-10.16792; 1.68e-01
J215436.4-031806;328.65167;-03.30167; 5.40e-02
J215439.6+520240;328.66498;+52.04445; 2.21e-01
J215441.3-385530;328.67209;-38.92514; 6.38e-02
J215443.6+143325;328.68167;+14.55694; 9.80e-02
J215450.7-441406;328.71124;-44.23514; 4.54e-01
J215453.3-302935;328.72211;-30.49306; 7.13e-02
J215459.5+072000;328.74792;+07.33347; 5.65e-02
J215459.5+535607;328.74792;+53.93542; 1.23e-01
J215459.8-213445;328.74918;-21.57931; 1.87e-01
J215459.9-314255;328.74960;-31.71528; 6.66e-02
J215507.4-094807;328.78082;-09.80208; 1.12e-01
J215510.7-253756;328.79459;-25.63236; 7.35e-02
J215513.1-615332;328.80457;-61.89222; 1.89e-01
J215517.6+442450;328.82333;+44.41403; 5.08e-01
J215518.2-004603;328.82584;-00.76764; 7.48e-02
J215522.0-394541;328.84164;-39.76139; 6.75e-02
J215522.8+593843;328.84500;+59.64528; 1.17e-01
J215526.2-121025;328.85916;-12.17375; 8.39e-02
J215536.0-700308;328.89999;-70.05222; 1.90e-01
J215540.8-315124;328.91998;-31.85681; 7.23e-02
J215541.5+123144;328.92291;+12.52903; 1.59e-01
J215553.4+380021;328.97250;+38.00597; 8.01e-02
J215553.5-422839;328.97293;-42.47764; 6.11e-02
J215602.5+181839;329.01044;+18.31083; 1.47e-01
J215609.4+012337;329.03915;+01.39375; 6.06e-02
J215609.4-173054;329.03915;-17.51500; 8.65e-02
J215613.2-250931;329.05499;-25.15861; 5.25e-02
J215621.5-543820;329.08960;-54.63889; 5.94e+00
J215623.8+331829;329.09918;+33.30806; 4.55e-01
J215627.3+051552;329.11374;+05.26444; 4.11e-01
J215633.2-381853;329.13834;-38.31472; 6.70e-02
J215635.1-414220;329.14624;-41.70555; 9.90e-01
J215651.5-050608;329.21460;-05.10236; 8.28e-02
J215656.8-113920;329.23669;-11.65569; 2.85e-01
J215700.3-074843;329.25125;-07.81208; 8.29e-02
J215703.6-560559;329.26501;-56.09972; 1.20e-01
J215706.4-694120;329.27667;-69.68903; 4.57e-01
J215723.3-312307;329.34708;-31.38542; 1.08e-01
J215727.0-061022;329.36252;-06.17278; 5.02e-01
J215727.0-544944;329.36252;-54.82889; 6.73e-02
J215731.4+085458;329.38086;+08.91625; 6.69e-02
J215740.9-510027;329.42041;-51.00750; 1.08e+00
J215742.5-024844;329.42709;-02.81222; 5.81e-02
J215750.0-042940;329.45831;-04.49444; 8.30e-02
J215751.4-075354;329.46417;-07.89833; 1.52e-01
J215753.2-681237;329.47165;-68.21042; 6.99e-01
J215805.4-150117;329.52249;-15.02153; 6.86e-02
J215809.2-312341;329.53836;-31.39486; 7.56e-02
J215813.2-402401;329.55499;-40.40042; 7.14e-02
J215816.0-052508;329.56668;-05.41903; 9.50e-02
J215816.5-200617;329.56876;-20.10472; 1.25e-01
J215818.8-602502;329.57834;-60.41736; 2.18e-01
J215821.0+825218;329.58749;+82.87167; 2.61e+00
J215830.1-094759;329.62540;-09.79986; 2.49e-01
J215831.6-590043;329.63168;-59.01208; 5.37e-01
J215832.0-251740;329.63333;-25.29445; 5.30e-02
J215834.3-351059;329.64291;-35.18306; 6.07e-02
J215836.0-440339;329.65002;-44.06083; 8.68e-02
J215852.2-301338;329.71750;-30.22722; 3.62e+01
J215853.4+244206;329.72250;+24.70181; 6.99e-02
J215858.5-531207;329.74374;-53.20195; 6.39e-02
J215900.1-175246;329.75040;-17.87944; 3.02e-01
J215902.3-574204;329.75958;-57.70125; 7.47e-02
J215905.5+004102;329.77292;+00.68403; 1.16e-01
J215909.8-714756;329.79083;-71.79903; 1.87e-01
J215912.7+095247;329.80292;+09.87986; 2.45e-01
J215916.7+731043;329.81958;+73.17875; 2.06e-01
J215922.9-504818;329.84543;-50.80514; 9.36e-02
J215923.7+011317;329.84872;+01.22153; 5.54e-02
J215925.6-171833;329.85666;-17.30931; 5.17e-02
J215935.0-152325;329.89584;-15.39042; 5.81e-02
J215939.9-585059;329.91626;-58.84972; 5.55e-02
J215940.8+160220;329.92001;+16.03903; 3.31e-01
J215947.3-132229;329.94708;-13.37486; 7.33e-02
J215959.1+030234;329.99625;+03.04278; 1.69e-01
J220005.0-545547;330.02084;-54.92972; 5.63e-02
J220020.6-514146;330.08585;-51.69611; 1.43e-01
J220028.6+011259;330.11917;+01.21639; 1.41e-01
J220030.8-443947;330.12836;-44.66306; 5.98e-02
J220036.3-024433;330.15128;-02.74264; 5.35e+00
J220040.1-230731;330.16708;-23.12528; 1.18e-01
J220042.0+271520;330.17502;+27.25570; 2.19e-01
J220052.3-515558;330.21793;-51.93292; 5.56e-02
J220101.0-184105;330.25418;-18.68472; 6.71e-02
J220102.7-582443;330.26123;-58.41195; 6.26e-02
J220103.5-005303;330.26459;-00.88431; 1.40e-01
J220107.2+050437;330.28000;+05.07708; 6.43e-02
J220107.6-561446;330.28168;-56.24611; 9.97e-02
J220108.9-590651;330.28708;-59.11431; 2.00e-01
J220111.1-514604;330.29626;-51.76792; 5.15e-02
J220112.1-432615;330.30042;-43.43750; 9.15e-02
J220112.9+281832;330.30374;+28.30889; 3.99e-01
J220121.8-375709;330.34082;-37.95250; 6.17e-02
J220123.5+294928;330.34793;+29.82458; 5.14e-02
J220129.8+012957;330.37418;+01.49917; 2.15e-01
J220132.1+435312;330.38376;+43.88681; 1.42e-01
J220133.2-153639;330.38834;-15.61083; 6.68e-02
J220137.9-564630;330.40793;-56.77514; 7.27e-02
J220142.7+624442;330.42792;+62.74500; 5.25e-02
J220144.2-092500;330.43417;-09.41681; 7.41e-02
J220148.8-222536;330.45334;-22.42681; 1.49e-01
J220156.0-170656;330.48334;-17.11569; 2.01e-01
J220157.8-595648;330.49084;-59.94667; 1.08e+00
J220159.3-273041;330.49707;-27.51139; 8.30e-02
